Point	Latitude	Longitude	Category	PCH_time	Displacement
Point_599	116.962708	38.5875	C4	9999	None
Point_600	117.020625	38.5875	C3	2025.5	None
Point_601	117.078542	38.5875	C4	9999	None
Point_60	118.005208	39.5325	C2	2019.733764648438	-46.70962642242765
Point_602	117.136458	38.5875	C3	2025.5	None
Point_603	117.194375	38.5875	C4	9999	None
Point_604	117.252292	38.5875	C3	2025.5	None
Point_605	117.310208	38.5875	C3	2025.5	None
Point_606	117.368125	38.5875	C2	2022.5	None
Point_607	117.426042	38.5875	C4	9999	None
Point_608	117.483958	38.5875	C4	9999	None
Point_609	117.541875	38.5875	C4	9999	None
Point_610	117.599792	38.5875	C4	9999	None
Point_611	116.673125	38.5425	C4	9999	None
Point_61	118.063125	39.5325	C2	2021.391479492188	-32.6853466866861
Point_6	117.947292	39.6675	C3	2025.5	None
Point_612	116.731042	38.5425	C4	9999	None
Point_613	116.788958	38.5425	C4	9999	None
Point_614	116.846875	38.5425	C4	9999	None
Point_615	116.904792	38.5425	C4	9999	None
Point_616	116.962708	38.5425	C4	9999	None
Point_617	117.020625	38.5425	C4	9999	None
Point_618	117.078542	38.5425	C4	9999	None
Point_619	117.136458	38.5425	C4	9999	None
Point_620	117.194375	38.5425	C3	2025.5	None
Point_621	117.252292	38.5425	C4	9999	None
Point_62	118.121042	39.5325	uplift	2016.021850585938	-41.7286466065163
Point_622	117.310208	38.5425	C4	9999	None
Point_623	117.368125	38.5425	C3	2025.5	None
Point_624	117.426042	38.5425	C3	2025.5	None
Point_625	117.483958	38.5425	C4	9999	None
Point_626	117.541875	38.5425	C4	9999	None
Point_627	117.599792	38.5425	C4	9999	None
Point_628	116.673125	38.4975	C4	9999	None
Point_629	116.731042	38.4975	C4	9999	None
Point_630	116.788958	38.4975	C4	9999	None
Point_631	116.846875	38.4975	C3	2025.5	None
Point_63	118.178958	39.5325	C3	2025.5	None
Point_632	116.904792	38.4975	C4	9999	None
Point_633	116.962708	38.4975	C4	9999	None
Point_634	117.020625	38.4975	C4	9999	None
Point_635	117.078542	38.4975	C3	2025.5	None
Point_636	117.136458	38.4975	C4	9999	None
Point_637	117.194375	38.4975	C3	2025.5	None
Point_638	117.252292	38.4975	C4	9999	None
Point_639	117.310208	38.4975	C4	9999	None
Point_640	117.368125	38.4975	C4	9999	None
Point_641	116.673125	38.4525	C4	9999	None
Point_64	118.236875	39.5325	C1	2022.5	None
Point_642	116.731042	38.4525	C4	9999	None
Point_643	116.788958	38.4525	C4	9999	None
Point_644	116.846875	38.4525	C4	9999	None
Point_645	116.904792	38.4525	C4	9999	None
Point_646	116.962708	38.4525	C4	9999	None
Point_647	117.020625	38.4525	C4	9999	None
Point_648	117.078542	38.4525	C4	9999	None
Point_649	116.731042	38.4075	C3	2025.5	None
Point_65	118.294792	39.5325	C4	9999	None
Point_66	118.352708	39.5325	C4	9999	None
Point_67	118.410625	39.5325	C3	2025.5	None
Point_69	117.078542	39.4875	C1	2022.5	None
Point_70	117.136458	39.4875	C1	2022.5	None
Point_71	117.194375	39.4875	C1	2019.668090820312	-81.85698935482918
Point_7	118.005208	39.6675	C3	2025.5	None
Point_72	117.252292	39.4875	C1	2022.5	None
Point_73	117.310208	39.4875	C1	2022.5	None
Point_74	117.368125	39.4875	C3	2025.5	None
Point_75	117.426042	39.4875	C1	2022.098510742188	-125.31735155181696
Point_76	117.483958	39.4875	C3	2025.5	None
Point_77	117.541875	39.4875	C2	2017.695434570312	-4.86267561936361
Point_78	117.599792	39.4875	C1	2022.5	None
Point_79	117.657708	39.4875	C3	2025.5	None
Point_80	117.715625	39.4875	C3	2025.5	None
Point_81	117.773542	39.4875	C3	2025.5	None
Point_8	118.063125	39.6675	C2	2021.506469726562	-33.975902293235805
Point_82	117.831458	39.4875	C2	2022.5	None
Point_83	117.889375	39.4875	C1	2020.7529296875	-58.49950965630472
Point_84	117.947292	39.4875	C2	2019.733764648438	-29.76314128868727
Point_85	118.005208	39.4875	C2	2020.917236328125	-37.42914330064218
Point_86	118.063125	39.4875	C2	2021.506469726562	-47.73609707638677
Point_87	118.121042	39.4875	C3	2025.5	None
Point_88	118.178958	39.4875	C3	2025.5	None
Point_89	118.236875	39.4875	C1	2022.5	None
Point_90	118.294792	39.4875	C3	2025.5	None
Point_91	118.352708	39.4875	C1	2022.5	None
Point_9	118.121042	39.6675	C2	2022.5	None
Point_92	118.410625	39.4875	C3	2025.5	None
Point_93	116.731042	39.4425	C4	9999	None
Point_94	116.788958	39.4425	C4	9999	None
Point_95	116.846875	39.4425	C1	2022.5	None
Point_96	116.904792	39.4425	C4	9999	None
Point_97	116.962708	39.4425	C1	2022.5	None
Point_98	117.020625	39.4425	C1	2022.5	None
Point_99	117.078542	39.4425	C3	2025.5	None
