Point	Latitude	Longitude	Category	PCH_time	Displacement
Point_605	117.310208	38.5875	C3	2025.5	None
Point_607	117.426042	38.5875	C4	9999	None
Point_610	117.599792	38.5875	C4	9999	None
Point_611	116.673125	38.5425	C4	9999	None
Point_612	116.731042	38.5425	C4	9999	None
Point_613	116.788958	38.5425	C4	9999	None
Point_614	116.846875	38.5425	C4	9999	None
Point_616	116.962708	38.5425	C4	9999	None
Point_617	117.020625	38.5425	C4	9999	None
Point_621	117.252292	38.5425	C4	9999	None
Point_622	117.310208	38.5425	C4	9999	None
Point_627	117.599792	38.5425	C4	9999	None
Point_629	116.731042	38.4975	C4	9999	None
Point_625	117.483958	38.5425	C4	9999	None
Point_630	116.788958	38.4975	C4	9999	None
Point_626	117.541875	38.5425	C4	9999	None
Point_628	116.673125	38.4975	C4	9999	None
Point_632	116.904792	38.4975	C4	9999	None
Point_633	116.962708	38.4975	C4	9999	None
Point_634	117.020625	38.4975	C4	9999	None
Point_636	117.136458	38.4975	C4	9999	None
Point_637	117.194375	38.4975	C3	2025.5	None
Point_640	117.368125	38.4975	C4	9999	None
Point_641	116.673125	38.4525	C4	9999	None
Point_642	116.731042	38.4525	C4	9999	None
Point_643	116.788958	38.4525	C4	9999	None
Point_644	116.846875	38.4525	C4	9999	None
Point_645	116.904792	38.4525	C4	9999	None
Point_646	116.962708	38.4525	C4	9999	None
Point_647	117.020625	38.4525	C4	9999	None
Point_648	117.078542	38.4525	C4	9999	None
Point_65	118.294792	39.5325	C4	9999	None
Point_649	116.731042	38.4075	C3	2025.5	None
Point_76	117.483958	39.4875	C3	2025.5	None
Point_80	117.715625	39.4875	C3	2025.5	None
Point_81	117.773542	39.4875	C3	2025.5	None
Point_87	118.121042	39.4875	C3	2025.5	None
Point_90	118.294792	39.4875	C3	2025.5	None
Point_93	116.731042	39.4425	C4	9999	None
Point_94	116.788958	39.4425	C4	9999	None
Point_95	116.846875	39.4425	C1	2022.5	None
Point_96	116.904792	39.4425	C4	9999	None
Point_97	116.962708	39.4425	C1	2022.5	None
Point_98	117.020625	39.4425	C1	2022.5	None
Point_99	117.078542	39.4425	C3	2025.5	None
