Point	Latitude	Longitude	Category	PCH_time	Displacement
Point_456	117.599792	38.9475	C2	2022.5	None
Point_457	117.657708	38.9475	C2	2018.615966796875	-40.21486487896781
Point_45	118.294792	39.5775	C4	9999	None
Point_461	118.526458	38.9475	C3	2025.5	None
Point_46	118.352708	39.5775	C3	2025.5	None
Point_473	117.194375	38.9025	C1	2022.5	None
Point_475	117.310208	38.9025	C4	9999	None
Point_476	117.368125	38.9025	C3	2025.5	None
Point_477	117.426042	38.9025	C1	2022.5	None
Point_478	117.483958	38.9025	C1	2021.670776367188	-96.13015471629144
Point_482	117.715625	38.9025	C1	2022.5	None
Point_47	118.410625	39.5775	C4	9999	None
Point_480	117.599792	38.9025	C1	2022.5	None
Point_481	117.657708	38.9025	C1	2022.5	None
Point_483	117.773542	38.9025	C4	9999	None
Point_498	117.368125	38.8575	C3	2025.5	None
Point_499	117.426042	38.8575	C1	2022.5	None
Point_4	118.410625	39.7125	C1	2021.440795898438	-79.02421335200181
Point_500	117.483958	38.8575	C1	2022.5	None
Point_501	117.541875	38.8575	C4	9999	None
Point_502	117.599792	38.8575	C2	2022.5	None
Point_503	117.657708	38.8575	C4	9999	None
Point_517	117.310208	38.8125	C4	9999	None
Point_519	117.426042	38.8125	C1	2022.5	None
Point_520	117.483958	38.8125	C3	2025.5	None
Point_521	117.541875	38.8125	C4	9999	None
Point_52	117.541875	39.5325	C1	2019.7666015625	-28.954256160805546
Point_535	117.310208	38.7675	C3	2025.5	None
Point_539	117.541875	38.7675	C4	9999	None
Point_536	117.368125	38.7675	C4	9999	None
Point_537	117.426042	38.7675	C3	2025.5	None
Point_538	117.483958	38.7675	C3	2025.5	None
Point_53	117.599792	39.5325	C1	2022.5	None
Point_548	117.078542	38.7225	C3	2025.5	None
Point_555	117.483958	38.7225	C3	2025.5	None
Point_552	117.310208	38.7225	C4	9999	None
Point_553	117.368125	38.7225	C1	2022.5	None
Point_554	117.426042	38.7225	C3	2025.5	None
Point_573	117.426042	38.6775	C1	2022.5	None
Point_574	117.483958	38.6775	C4	9999	None
Point_575	117.541875	38.6775	C2	2022.5	None
Point_57	117.831458	39.5325	C1	2022.5	None
Point_584	117.078542	38.6325	C1	2022.5	None
Point_585	117.136458	38.6325	C3	2025.5	None
Point_586	117.194375	38.6325	C4	9999	None
Point_587	117.252292	38.6325	C2	2022.5	None
Point_58	117.889375	39.5325	C1	2019.733764648438	-40.353264744696304
Point_588	117.310208	38.6325	C4	9999	None
Point_589	117.368125	38.6325	C1	2022.5	None
Point_590	117.426042	38.6325	C3	2025.5	None
Point_591	117.483958	38.6325	C4	9999	None
Point_592	117.541875	38.6325	C4	9999	None
Point_59	117.947292	39.5325	C2	2020.7529296875	-49.3093968060758
Point_600	117.020625	38.5875	C3	2025.5	None
Point_601	117.078542	38.5875	C4	9999	None
Point_602	117.136458	38.5875	C3	2025.5	None
Point_606	117.368125	38.5875	C2	2022.5	None
Point_603	117.194375	38.5875	C4	9999	None
Point_608	117.483958	38.5875	C4	9999	None
Point_604	117.252292	38.5875	C3	2025.5	None
Point_609	117.541875	38.5875	C4	9999	None
Point_60	118.005208	39.5325	C2	2019.733764648438	-46.70962642242765
Point_615	116.904792	38.5425	C4	9999	None
Point_618	117.078542	38.5425	C4	9999	None
Point_619	117.136458	38.5425	C4	9999	None
Point_61	118.063125	39.5325	C2	2021.391479492188	-32.6853466866861
Point_620	117.194375	38.5425	C3	2025.5	None
Point_623	117.368125	38.5425	C3	2025.5	None
Point_624	117.426042	38.5425	C3	2025.5	None
Point_631	116.846875	38.4975	C3	2025.5	None
Point_635	117.078542	38.4975	C3	2025.5	None
Point_638	117.252292	38.4975	C4	9999	None
Point_639	117.310208	38.4975	C4	9999	None
Point_63	118.178958	39.5325	C3	2025.5	None
Point_64	118.236875	39.5325	C1	2022.5	None
Point_66	118.352708	39.5325	C4	9999	None
Point_70	117.136458	39.4875	C1	2022.5	None
Point_67	118.410625	39.5325	C3	2025.5	None
Point_69	117.078542	39.4875	C1	2022.5	None
Point_6	117.947292	39.6675	C3	2025.5	None
Point_71	117.194375	39.4875	C1	2019.668090820312	-81.85698935482918
Point_72	117.252292	39.4875	C1	2022.5	None
Point_73	117.310208	39.4875	C1	2022.5	None
Point_74	117.368125	39.4875	C3	2025.5	None
Point_75	117.426042	39.4875	C1	2022.098510742188	-125.31735155181696
Point_77	117.541875	39.4875	C2	2017.695434570312	-4.86267561936361
Point_78	117.599792	39.4875	C1	2022.5	None
Point_79	117.657708	39.4875	C3	2025.5	None
Point_7	118.005208	39.6675	C3	2025.5	None
Point_82	117.831458	39.4875	C2	2022.5	None
Point_83	117.889375	39.4875	C1	2020.7529296875	-58.49950965630472
Point_84	117.947292	39.4875	C2	2019.733764648438	-29.76314128868727
Point_85	118.005208	39.4875	C2	2020.917236328125	-37.42914330064218
Point_86	118.063125	39.4875	C2	2021.506469726562	-47.73609707638677
Point_88	118.178958	39.4875	C3	2025.5	None
Point_89	118.236875	39.4875	C1	2022.5	None
Point_8	118.063125	39.6675	C2	2021.506469726562	-33.975902293235805
Point_91	118.352708	39.4875	C1	2022.5	None
Point_92	118.410625	39.4875	C3	2025.5	None
Point_9	118.121042	39.6675	C2	2022.5	None
